text,valor,etiqueta
b'Porque no soy una persona normal que le guste platicar con personas por whatsaap me conflictua esooo xq xq xq',,
b'As\xc3\x83\xc6\x92\xc3\x82\xc2\xad ando amigas Ni una noche y extra\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o a mi familia Me siento sola Mi amiga con su novio Necesito abrazos',,
"b'@shakira no te puedo llevar en mi bicicleta. Me ca\xc3\x83\xc6\x92\xc3\x82\xc2\xad y est\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 descompuesta. Happy to walk with you, tho.'",,
b'@MarlenTrevino aaaa jaja tons si a de estar buena. La de 24hrs. est\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 pasada de lanza. Saludos Marlen y feliz a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o',,
b'\xc3\x83\xe2\x80\x9a\xc3\x82\xc2\xbfYa ven porque les dije que no hagan un examen del que no est\xc3\x83\xc6\x92\xc3\x82\xc2\xa1n seguros de hacer? No aprob\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 mi ceneval chales.',,
"b'A esta hora Twitter esta lleno de gente sentimental, que no puede dormir y que se siente de la mierda que pasa aqui diablos'",,
"b'Para los que el d\xc3\x83\xc6\x92\xc3\x82\xc2\xada de ma\xc3\x83\xc6\x92\xc3\x82\xc2\xb1ana regresan a clases, que en este nuevo semestre cumplan todos sus objetivos y les sea muy exitoso! #ADarle'",,
"b'@lili_blend ahora te entiendo, roji! Hoy que sal\xc3\x83\xc6\x92\xc3\x82\xc2\xad sola me di cuenta que no dej\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 de morderme los labios todo el tiempo de nervios y miedo'",,
"b""@Kresnik02 it's never too late, nunca lo tuve en 64, era muy pobre y la verdad ahorita no lo he buscado as\xc3\x83\xc6\x92\xc3\x82\xc2\xad que lo comprare digital""",,
"b'Nunca van a encontrar a una amiga como yo,que guarde hasta el m\xc3\x83\xc6\x92\xc3\x82\xc2\xadnimo papelito de la secundaria que dec\xc3\x83\xc6\x92\xc3\x82\xc2\xada: Hola!Eres s\xc3\x83\xc6\x92\xc3\x82\xc2\xbaper! Nunca cambies'",,
"b'\xc3\x83\xc6\x92\xc3\x85\xc2\xa1rgeme irme a vivir solo, donde el ba\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o sea solo para mi y pueda cagar a la hora que se me hinche la pinche gana sin que est\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 ocupado'",,
b'@TrusaRota ha si ya vi si se ve buena!!! La pondr\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 a ver si no me duermo dura un buen jaja pero se ve buena!! Mil gracias',,
"b'Nuevamente fin de semana, cada vez m\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s r\xc3\x83\xc6\x92\xc3\x82\xc2\xa1pido, ya casi termina el a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o.!!! Espero que dios le haya dado la mejor de las semana!!!'",,
"b'Hay un ni\xc3\x83\xc6\x92\xc3\x82\xc2\xb1 junto a m\xc3\x83\xc6\x92\xc3\x82\xc2\xad jugando a preguntarse ""\xc3\x83\xe2\x80\x9a\xc3\x82\xc2\xbferes o te haces?"". Saben que la respuesta correcta es ""soy"". Nada mal, nada mal.'",,
"b'Ni cigarros, ni galletas, ni caldo de camar\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n, ni michelada, ni papas a la francesa ... Qu\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 clase de vida es esta??!!!'",,
b'@balucorp ni has estado feo',,
b'@Natsflorees no todo es tan malo',,
b'Extra\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o los videos de los GMR',,
"b'@EduardoRdzS Gracias, apenas es el tercer d\xc3\x83\xc6\x92\xc3\x82\xc2\xada'",,
"b'Es que estos dolores, son b\xc3\x83\xc6\x92\xc3\x82\xc2\xa1rbaros...'",,
b'Me acabo de tragar un pastel en mood celina',,
b'Ya v\xc3\x83\xc6\x92\xc3\x82\xc2\xad el episodio de family guy con Bryan muerto',,
"b'@caballeroyfeo Abrimos el programa con esa, peeero ahorita ponemos un cover'",,
b'@nodigamosmas que mala onda que ya no estar\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s en @LuckyLadiesFans no ser\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 lo mismo',,
b'@MemoArvl JAJAJAJAJAJA por qu\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 eres as\xc3\x83\xc6\x92\xc3\x82\xc2\xad? de huevos que la termino ma\xc3\x83\xc6\x92\xc3\x82\xc2\xb1ana.',,
b'aqu\xc3\x83\xc6\x92\xc3\x82\xc2\xad es cuando extra\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o a mis frayamigos y sus derivados &lt',,
"b'@jarhatpacheco claro, mientras estoy empezando uno... La insoportable levedad del ser de #MilanKundera ...saludos'",,
b'@1maaariii1 \xc3\x83\xe2\x80\x9a\xc3\x82\xc2\xbfTe imaginas que ya saquearon todos los centros comerciales? y en donde vivo ay balazos..',,
b'No soy una eerta en la cocina pero lo poco que s\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 siempre me ah funcionado.',,
b'Ya me estoy saboreando la hamburguesa que me pienso comer el jueves JAJAJAJA ya se k gorda Bye',,
"b'@Sara_G2 jajajaja es s\xc3\x83\xc6\x92\xc3\x82\xc2\xbaper buen pedo, te va a caer bien. Yo tampoco s\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 con qui\xc3\x83\xc6\x92\xc3\x82\xc2\xa9n me toca'",,
"b'Ya estoy muy abrigada sentada en la sala, para salirme de la casa y nada que pasan por mi'",,
b'Es re triste esto de compartir gusto con alguien que fue importante para bc todo me lo recuerda a esa persona',,
"b'5 d\xc3\x83\xc6\x92\xc3\x82\xc2\xadas seguidos y no me sale ninguna idea buena en el estudio, adi\xc3\x83\xc6\x92\xc3\x82\xc2\xb3s producci\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n musical, hola bater\xc3\x83\xc6\x92\xc3\x82\xc2\xada de nuevo'",,
b'De verdad yo no creo estar tan delgada como dicen que estoy y menos despues de todo lo que he tragado este mes',,
b'Van dos d\xc3\x83\xc6\x92\xc3\x82\xc2\xadas que sue\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o con el vato no es justo porque de ante mano s\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 que no va a pasar NI MADRES.',,
b'Buenos d\xc3\x83\xc6\x92\xc3\x82\xc2\xadas Pues vamos a empezar a darle a esto!!! Ahora va la m\xc3\x83\xc6\x92\xc3\x82\xc2\xada Y q venga todo con mucha candela!',,
"b'@yestermansux Oye vi una hiper padre en Morelia, no as\xc3\x83\xc6\x92\xc3\x82\xc2\xad pero muuuy chida. Costaba como $200. Si la quieres, me avisas.'",,
"b'@Ale_Jaramillo A los a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1os por aqu\xc3\x83\xc6\x92\xc3\x82\xc2\xad hermosa, ya ni te has de acordar de tu fiel seguidor Un abrazo inmenso en este nuevo a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o. Bendiciones.'",,
b'Mi hermano guapo va a ser modelo para la linea de ropa de mi mejor amigo y voy a estar PINCHE TRABAJANDO a la hora de la sesi\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n',,
"b'Al despedirnos dijo: Have a nice day, y yo le conteste igual, y le dije ay que pendeja, jajaja ay gud bai mai lob.'",,
"b'Desde que tengo uso de raz\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n todos mis fin de a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o han sido en casa de mi abuelita, este a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o ser\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 distinto y triste, te extra\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o tanto abu'",,
"b'D\xc3\x83\xc6\x92\xc3\x82\xc2\xadas!! El secreto de la buena salud es vivir el ahora. No eres due\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o del pasado, no sue\xc3\x83\xc6\x92\xc3\x82\xc2\xb1es con el futuro. Solo el presente te pertenece..'",,
b'Buenos d\xc3\x83\xc6\x92\xc3\x82\xc2\xadas pipol \xc3\x83\xc2\xaf\xc3\x82\xc2\xb8? Voy de camino al doctor que me cuesta respirar :c s\xc3\x83\xc6\x92\xc3\x82\xc2\xad muero en el camino recuerdenme  ya no aguanto la gripa &gt;',,
"b'\xc3\x83\xc2\xa2\xc3\xa2\xe2\x80\x9a\xc2\xac\xc3\xa2\xe2\x82\xac?Un caf\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 por favor. \xc3\x83\xc2\xa2\xc3\xa2\xe2\x80\x9a\xc2\xac\xc3\xa2\xe2\x82\xac?El caf\xc3\x83\xc6\x92\xc3\x82\xc2\xa9, \xc3\x83\xe2\x80\x9a\xc3\x82\xc2\xbflo va a querer solo? \xc3\x83\xc2\xa2\xc3\xa2\xe2\x80\x9a\xc2\xac\xc3\xa2\xe2\x82\xac?No, s\xc3\x83\xc6\x92\xc3\x82\xc2\xad quieres si\xc3\x83\xc6\x92\xc3\x82\xc2\xa9ntate aqu\xc3\x83\xc6\x92\xc3\x82\xc2\xad a mi lado y me cuentas toda tu puta vida. \xc3\x83\xc2\xa2\xc3\xa2\xe2\x80\x9a\xc2\xac\xc3\xa2\xe2\x82\xac? Ay'",,
"b'Que triste, es el primer dibujo que quiero que vea, que de verdad me gust\xc3\x83\xc6\x92\xc3\x82\xc2\xb3, en el cual me esforc\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 m\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s que en otros, y no creo que lo vea'",,
b'@maferalatriste creo q el \xc3\x83\xc6\x92\xc3\x82\xc2\xbanico',,
b'@jarhatpacheco Gracias e igual hermoso d\xc3\x83\xc6\x92\xc3\x82\xc2\xada',,
b'Todos son de 2do cuatri jajaja',,
"b'Est\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s bien loca, pero te amo @bjork'",,
"b'@Richo_Amezquita a ver, ya, no seas as\xc3\x83\xc6\x92\xc3\x82\xc2\xad'",,
b'\xc3\x83\xc6\x92\xc3\x85\xc2\xa1ltimos momentos en medicina familiar y de guardia C',,
b'Los de alado vienen comiendo pan enfrente de los pobres',,
"b'@IvancitoMavelk no estaba de caliente, iba a componer algo con alguien'",,
"b'Un se\xc3\x83\xc6\x92\xc3\x82\xc2\xb1or toca bien bonito, pero apenas traigo para mi pasaje'",,
b'#FelizMartes les tenemos un excelente trabajo que creemos que les va a encantar.',,
"b'Es un crimen salir a esta hora de la cama, en buena onda'",,
b'Les comparto mi reflexi\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n de \xc3\x83\xe2\x80\x9a\xc3\x82\xc2\xbfPor qu\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 gastar en comunicaci\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n estrat\xc3\x83\xc6\x92\xc3\x82\xc2\xa9gica? via @MexicanTimes Feliz martes',,
"b'En mi avatar claramente se ve que no com\xc3\x83\xc6\x92\xc3\x82\xc2\xad nada, ya soy gordito por naturaleza'",,
"b'#JamasMePreguntes porq soy linda contigo, Si pregunto como estas es educaci\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n, no porq realmente me interese'",,
"b'Ese dolor muscular, cuando hiciste mucho ejercicio, que te hace dormir muy bien. Linda noche'",,
"b'Hoy hace 4 a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1os, grabamos mi primer sencillo. #UltimoAire Gracias a todos los que han estado conmigo siempre'",,
b'Me estaba comiendo unos pastes bien ricos pero de pronto pusieron canciones bien deprimentes y pues as\xc3\x83\xc6\x92\xc3\x82\xc2\xad no se puede',,
"b'@_fer_alonso S\xc3\x83\xc6\x92\xc3\x82\xc2\xad, el dep\xc3\x83\xc6\x92\xc3\x82\xc2\xb3sito del env\xc3\x83\xc6\x92\xc3\x82\xc2\xado internacional es despu\xc3\x83\xc6\x92\xc3\x82\xc2\xa9s ya que se necesita dividir entre todas las que pidieron el proyecto'",,
"b'Amigos, neta muy neta, hay una probabilidad de irme pa la CDMX, alcen las manos y p\xc3\x83\xc6\x92\xc3\x82\xc2\xaddanle a Diosito'",,
b'Seg\xc3\x83\xc6\x92\xc3\x82\xc2\xban uno de mis prop\xc3\x83\xc6\x92\xc3\x82\xc2\xb3sitos es leer m\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s pero ya estamos a 8 de Enero y no he comprado ni un libro nuevo',,
"b'Y pues... mis reyes ahora se distribuyen a lo largo del a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o Mis iPhones, mi Apple Watch, mis Beats... \xc3\x83\xc2\xaf\xc3\x82\xc2\xb8?\xc3\x83\xc2\xaf\xc3\x82\xc2\xb8?'",,
b'Tal vez estoy pagando alg\xc3\x83\xc6\x92\xc3\x82\xc2\xban tipo de karma por no hacerle caso al carnicero de por mi trabajo\xc3\x83\xc2\xa2\xc3\xa2\xe2\x80\x9a\xc2\xac\xc3\x82\xc2\xa6 siempre me dice que me veo bonita',,
"b'Ya s\xc3\x83\xc6\x92\xc3\x82\xc2\xa9, tengo que leer a Mishima pero se me atraves\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 el est\xc3\x83\xc6\x92\xc3\x82\xc2\xbapido y sensual Joyce con Dublineses y ten\xc3\x83\xc6\x92\xc3\x82\xc2\xada que estrenar mis marcadores.'",,
"b'@OyeeDanny Ya s\xc3\x83\xc6\x92\xc3\x82\xc2\xa9, \xc3\x83\xe2\x80\x9a\xc3\x82\xc2\xbfQui\xc3\x83\xc6\x92\xc3\x82\xc2\xa9n los entiende? Verdad ? El sabe lo que hace, y vaya que lo ha hecho m\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s que bien. Es grande @peladoalmeyda'",,
"b'Queridos reyes quiero: 1. Voluntad para dejar de tragar... Y ya con eso toda mi vida se resuelve, ah s\xc3\x83\xc6\x92\xc3\x82\xc2\xad bueno y un drag\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n'",,
b'@Yo_Soy_B es que aqu\xc3\x83\xc6\x92\xc3\x82\xc2\xad no hay as\xc3\x83\xc6\x92\xc3\x82\xc2\xad que diga edificios y lugares hist\xc3\x83\xc6\x92\xc3\x82\xc2\xb3ricos y los que hay son como 3 y ya no esta chido por eso lo digo.',,
"b'no puede ser que ya no me pueda ni eresar en esta red social por qu\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 todo se lo rolan a mi mam\xc3\x83\xc6\x92\xc3\x82\xc2\xa1, cr\xc3\x83\xc6\x92\xc3\x82\xc2\xa9eme que no ayudas en nada'",,
"b'Un amigo de mi hermano que me gust\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 toda la primaria y secundaria (casi) me dijo ""Te quiero fea"" y bueno chtm, no es cuando quieras'",,
"b'Yo no le deseo el mal a nadie, pero a veces se agradece, que todo caiga por su propio peso.....:.. Muy buenos d\xc3\x83\xc6\x92\xc3\x82\xc2\xadas tengan todosssss usted'",,
"b'Dios me ha sorprendido en esta semana,una caja de cafe,cosas de la tesis,vienen cosas mejores ya sige lo de mi maestr\xc3\x83\xc6\x92\xc3\x82\xc2\xada,y una ELLA,jajaja'",,
"b'Lo bueno, Despu\xc3\x83\xc6\x92\xc3\x82\xc2\xa9s de dos meses por fin un domingo libre &lt a disfrutar. Lo malo, falte al hospital por resaca, ya no lo vuelvo a hacer'",,
b'@GuadaVeryGudSup Un feto muy bonito',,
b'Las vacaciones me mal acostumbraron',,
b'@nicocmadrid \xc3\x83\xe2\x80\x9a\xc3\x82\xc2\xa1Estamos de acuerdo contigo Nico!',,
b'Lo bueno que nadamas es esta semana',,
b'@Aliciamares98 Lo mismo me pregunto ya tiene que empezarrrr',,
b'La de las indirectas soy yo. Perd\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n.',,
b'Pagar\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 una maleta extra para todos nuestros nuevos momentos juntos',,
"b'Uno no decide de qui\xc3\x83\xc6\x92\xc3\x82\xc2\xa9n se enamora, solo pasa chingaos'",,
b'#BuenosDias mundo Twittero ya despert\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 y estoy listo para vivir un dia mas #ExcelenteMartes',,
"b'Pues as\xc3\x83\xc6\x92\xc3\x82\xc2\xad, viendo a Luis Videgaray.... No estoy tan pel\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n'",,
b'Ojal\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 ac\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 tuviera amigos y dinero para ir a bailar a coco bongo.',,
b'Ese momento inc\xc3\x83\xc6\x92\xc3\x82\xc2\xb3modo cuando la gente fea pregunta c\xc3\x83\xc6\x92\xc3\x82\xc2\xb3mo se ven y tienes que mentir',,
"b'@lajosa La tradicional #RoscaDeReyes de #BisquetsObreg\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n tiene un gran sabor, visita tu unidad favorita. \xc3\x83\xe2\x80\x9a\xc3\x82\xc2\xa1Te esperamos!'",,
"b'@HugoLpzC jajaja tonto! Ya se, ya la pr\xc3\x83\xc6\x92\xc3\x82\xc2\xb3xima semana el viernes, lo m\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s seguro!'",,
b'@Natsflorees le di sus respectivos buenos d\xc3\x83\xc6\x92\xc3\x82\xc2\xadas desde las 7am y ya estaba as\xc3\x83\xc6\x92\xc3\x82\xc2\xad jajaj no soy yo jajajaj',,
"b'Al esperar ese mensaje Se decide cual ser\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 mi siguiente paso en el destino!,, que nervios'",,
b'@telediariomty @multimediostv kiero ke me regalen una rosca xfa para kompartir en familia No tengo cel para llamar y pedirla xeso escrib',,
b'@RULSOTO @Siempre889 mi caja registradora de barbie la disfrute al maximo ! y el que nunca llego fue el beatle rosa de barbie',,
"b'Amo mi carrera,pero aun no es f\xc3\x83\xc6\x92\xc3\x82\xc2\xa1cil aguantar las decepciones que tengo que pasar antes de un ""si""'",,
"b'Una vez mas... Mi pensamiento invade mi sue\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o... Se te extra\xc3\x83\xc6\x92\xc3\x82\xc2\xb1a, ya quiero ser normal otra vez!!!'",,
"b'@raticorns Genial!, pero yo decia del pais que mas te ve El aceite de coco creo q no es tan facil de conseguir'",,
b'Acabo de etiquetar a mi t\xc3\x83\xc6\x92\xc3\x82\xc2\xada en una cosa. Soy m\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s all\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 de mi propia t\xc3\x83\xc6\x92\xc3\x82\xc2\xada. Soy la t\xc3\x83\xc6\x92\xc3\x82\xc2\xada de las t\xc3\x83\xc6\x92\xc3\x82\xc2\xadas.',,
b'@elciempies para nada ella ama M\xc3\x83\xc6\x92\xc3\x82\xc2\xa9xico y siempre quiere venir. Por eso vino gratis a tajin. Desde su \xc3\x83\xc6\x92\xc3\x82\xc2\xa1lbum pasado esta que muere por venir',,
"b'@AscNati si si ya estuve haha desde el jueves en la ma\xc3\x83\xc6\x92\xc3\x82\xc2\xb1ana,ahorita ya voy saliendo de la central nueva,a mi tambi\xc3\x83\xc6\x92\xc3\x82\xc2\xa9n me llen\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 r\xc3\x83\xc6\x92\xc3\x82\xc2\xa1pido'",,
"b'Ma\xc3\x83\xc6\x92\xc3\x82\xc2\xb1ana va a haber muchos ni\xc3\x83\xc6\x92\xc3\x82\xc2\xb1itos con una primer patineta. Si ven a uno, apoyen y ayudenlo. Estar\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 frente a ustedes un nuevo skateboard.'",,
"b'@EduardoRamos95R descansa gordis, ma\xc3\x83\xc6\x92\xc3\x82\xc2\xb1ana nos vemos no tardes por favor si? Sue\xc3\x83\xc6\x92\xc3\x82\xc2\xb1a bonito, te amo much\xc3\x83\xc6\x92\xc3\x82\xc2\xadsimo &lt un besito en la frente'",,
"b'Me duele saber que en mis relaciones soy super fiel y pendeja y al final resulto ser la mala o por pena ""No te quer\xc3\x83\xc6\x92\xc3\x82\xc2\xada hacer da\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o"" chsm'",,
"b'@Juan_Mpc No me gusta mucho el agua, as\xc3\x83\xc6\x92\xc3\x82\xc2\xad que aire o tierra. No, mejor tierra porque si es aire de seguro es un p\xc3\x83\xc6\x92\xc3\x82\xc2\xa1jaro y no me gustan.'",,
"b'Llegue a casa, hab\xc3\x83\xc6\x92\xc3\x82\xc2\xada una caja q me mand\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 la ex y dentro estaba mi amada PS3 (Los ni\xc3\x83\xc6\x92\xc3\x82\xc2\xb1os sonr\xc3\x83\xc6\x92\xc3\x82\xc2\xaden) Pero no trae control (Los ni\xc3\x83\xc6\x92\xc3\x82\xc2\xb1os lloran)'",,
"b'@gvlo2008 de hecho le di a ""Alejandra Zavala"", me fui con la finta de ""Alejandra"" y no le\xc3\x83\xc6\x92\xc3\x82\xc2\xad el apellido, pens\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 que era la de Tiro con Arco'",,
"b'La \xc3\x83\xc6\x92\xc3\x82\xc2\xbanica ""persona"" a la que le cuento mis cosas es un ni\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o de 5 a\xc3\x83\xc6\x92\xc3\x82\xc2\xb1os, no me critica, solo me escucha y lo mejor es que entiende un poco'",,
b'@Cochy_Tj llena de bendiciones jaja',,
b'Ush solo viene a emocionarnos @villalobossebas',,
b'@alevr9 lo importante es que tenemos salud',,
"b'@Abby_Maff pues si amiga, es muy feo'",,
b'#SiempreTePedir\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 Un abrazo y un beso de buenas Noches',,
b'@QueenChingona @HelemVM lo iba a pedir y solo tienen tallas chica',,
b'@DianaLeealM es de Dianas jaja gracias bella &lt',,
"b'@SirRhosisRGL eso s\xc3\x83\xc6\x92\xc3\x82\xc2\xad, hay raza que de verdad est\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 s\xc3\x83\xc6\x92\xc3\x82\xc2\xbaper jodida'",,
b'@Rumbo chicos... estais por aqui???? tengo un problemilla',,
"b'Bruno amaneci\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 mal, muy mal, ya estamos evaluando aplicarle eutanasia.'",,
"b'@lesliepenha est\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s loca, t\xc3\x83\xc6\x92\xc3\x82\xc2\xba debes estar pendiente por si me dejan a \xc3\x83\xc6\x92\xc3\x82\xc2\xbaltima hora'",,
b'No pude resolver el rompecabezas en Los rios de Alicia y ahora muero de tristeza',,
b'Lo malo de ser flaco es que no puedo ir todos los d\xc3\x83\xc6\x92\xc3\x82\xc2\xadas al gym.',,
"b'@__walter__ @norisolis haha. A mi tambi\xc3\x83\xc6\x92\xc3\x82\xc2\xa9n se me rompi\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 el pantal\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n, pero de adelante, super incomodo'",,
"b'Neta es s\xc3\x83\xc6\x92\xc3\x82\xc2\xbaper estresante no traer datos, no puedo ver el v\xc3\x83\xc6\x92\xc3\x82\xc2\xaddeo y no puedo tuitearte locamente @ElJuanpaZurita #LocurasEnColombiaJZ'",,
b'Ya no logr\xc3\x83\xc6\x92\xc3\x82\xc2\xa9 mi prop\xc3\x83\xc6\x92\xc3\x82\xc2\xb3sito de ser m\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s puntual. Voy a tener que esperar hasta el 2018.',,
b'En .@TlahuacRenace partiendo la rosca de #D\xc3\x83\xc6\x92\xc3\x82\xc2\xadaDeReyes y al estilo del pasito perr\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n a los que les toco el mu\xc3\x83\xc6\x92\xc3\x82\xc2\xb1eco .#PasitoPerr\xc3\x83\xc6\x92\xc3\x82\xc2\xb3nChallenge',,
b'Lo bueno: Ya voy de regreso y nos podremos ver. Lo malo: No me contesta los mensajes.',,
"b'@sabinohernandez #ideamillonaria, no creo que sea tan dif\xc3\x83\xc6\x92\xc3\x82\xc2\xadcil. Aunque seguro te piden la contrase\xc3\x83\xc6\x92\xc3\x82\xc2\xb1a, y as\xc3\x83\xc6\x92\xc3\x82\xc2\xad no se stalkea a gusto'",,
b'Mi lechuza tan retrasada por la distancia y ahora con el muro se va a estrellar con todo y mi carta a Hogwarts',,
b'La se\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o que ven\xc3\x83\xc6\x92\xc3\x82\xc2\xada leyendo mis tweets me dijo que los ley\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 sin querer ajajajajaja me siento mal por haberle dedicado mi tweet anterior',,
b'Ya llegue a un punto de mi vida que mi enfermedad es m\xc3\x83\xc6\x92\xc3\x82\xc2\xa1s grande que mis ganas de beber! Perd\xc3\x83\xc6\x92\xc3\x82\xc2\xb3n amigos les estoy fallando',,
b'Siii te traje un tecuerdo @La_Joyita2 pero me extraviaron mi mochila debajo del autob\xc3\x83\xc6\x92\xc3\x82\xc2\xbas y pues ahi se perdi\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 Es neta. Hasta mi cel fue.',,
"b'@_NoSoyArtista @Telcel @ATT pues si, yo creo, mi pap\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 me dejo un equipo att y al igual lo uso mejor, porque ya estoy harta de esto.'",,
b'Mi t\xc3\x83\xc6\x92\xc3\x82\xc2\xado me cont\xc3\x83\xc6\x92\xc3\x82\xc2\xb3 que iba en el metro bus y que un cabron dijo por tel\xc3\x83\xc6\x92\xc3\x82\xc2\xa9fono que se hubiera agarrado la Pantalla en lugar de la licuadora',,
"b'Pues yo llevo 2 meses haciendo #gazolinazo; no tengo dinero para reparar mi carro. Y creo que ahora, despu\xc3\x83\xc6\x92\xc3\x82\xc2\xa9s de esto, se ir\xc3\x83\xc6\x92\xc3\x82\xc2\xa1 al yonke.'",,
b'@iFabilalala Deja de burlarte de m\xc3\x83\xc6\x92\xc3\x82\xc2\xad NO :&lt; pero si me fue bien y aprend\xc3\x83\xc6\x92\xc3\x82\xc2\xac mucho &lt Adem\xc3\x83\xc6\x92\xc3\x82\xc2\xa0s tengo salud y m\xc3\x83\xc6\x92\xc3\x82\xc2\xa0s cosas maravillosas jajaja',,
"b'Nota a mi mismo: no iniciar una cancion con frases como ""recuerdo el dia en que te conoci"" o "" caminando por las calles de mi barrio ""'",,
"b'@YouTube lo que voy a hacer el lunes no es por ti, es por nosotros &lt te amo y te quiero mucho  eres la \xc3\x83\xc6\x92\xc3\x82\xc2\xbanica real para mi'",,
"b'Iba a ir a dash pero mis 3 cortadas, mi color de piel (color langosta) y mis 5 horas de sue\xc3\x83\xc6\x92\xc3\x82\xc2\xb1o en 2 d\xc3\x83\xc6\x92\xc3\x82\xc2\xadas, no me lo permitieron.'",,
"b'Personas que dicen que el 29 de julio sera el fin, lo que no saben es que se acercan dos fin, el fin del mes y el fin de semana Buen d\xc3\x83\xc6\x92\xc3\x82\xc2\xada'",,
b'Inteligente respuesta de Putin',,
b'Me llenas de notificaciones @Sergecast Jajaja #LasChichisDeFichis',,
b'No quiero ir a la escuelaaaaaa',,
b'ocupo el gym en serio #VideoMTV2016 Abraham Mateo',,
b'@DarioZapata_14 jajajajaja neta que si es justo y necesario',,
b'@GabrielaFlorsc_ una maldita tos que no me deja ni dormir',,
b'Esto de mudarme me agota y me da hueva recoger',,
