text,etiqueta
"ONQ16, IBExams, Grad.PrepaTec, VemRD, Grad.IB, ITESM INQ, EMRIA. Fue un buen año #2016 y el que viene, mejor!!",
"@DafneCa1 estaba pensando en preguntarte sí ibas a ir jaja :v,el jueves nos vemos allá me voy a sentir raro por que todos ya se llevan",
@marthaor2010 10pax -$200 20pax - $320 10 pax rellena - $280 20 pax rellena - $400 Relleno sugerido es de cajeta o cajeta con nuez,
"Todo el año perros be like: -GUA GUAAFFF ARGG GUAAFF A LA VERGA PUTO GUAF. En diciembre perros be like: -Ay ay los cuetes, tengo miedo",
Es mejor darle el corton a la gente q ponerse a discutir por cosas que ni ellos mismos entenderán!!! A desayunar papus!!!!!!,
"-Y te pidió perdón o algo? -No -no te habló? -No mamy -Y tú a él? -Menos, ahora lo odio -Muy bien, ni se te ocurra hablarle",
- Yo Mamá por qué nunca en dejaste disfrutar mi juventud? Ya tengo 30 - Mamá Felipe llegabas borracho a los 17 años - Yo Ayñ mamá!!,
"¿Cómo que no voy a ver a Sputnik, tampoco me voy a ir a aguascalientes, los Rebel ya tocaron y a Little va mi ex? Y los boletos de la WWE",
@MarianaGrarod @dctorre ya puedes ser feliz,
@PPTeamKaren cuando hacen un helado galáctico,
Es culera pero así la quiero,
kali uchis va a estar en bahidorá,
@Juan_S_Alba @Luisitno Buen Día Para el APERTURA 2017 QUE?,
Lo que me faltaba... mi sandia está mala,
@Lian_U send nudes y nubes *le pasa su alias de telegram*,
"Odio ver a las parejitas abrazadas o besándose , pura envidia",
Mi vecino poniendo musica triste y eso hace que extrañe muchaa cosas,
"@paulinapaf a ustedes por ver lo que publico es mi oficio , mi trabajo #periodismo",
Jamás he sido muy romántica... Pero necesito tus abrazos y besos de práctica,
"@GomezXelhuantzi jajaja, chalé, te extraño tanto que voy a enloquecer ya ven a verme",
"#Gasolinazo tema para ubicar nuestra realidad nacional, hasta el jefe nos pide nuestro punto de vista #horasad",
"@maveldiaz Jaja, sí, lo haré. En la tarde noche voy a tener la entrada lista",
Tengo que empezar con buena actitud el dia de mañana para hacer válidos mis propósitos de año nuevo,
Con este frio esta genial que pasen la pelicula del regalo prometido.. se siente como navidad pero sin tamales,
Por lo regular lo primero que digo al despertarme es perdón me quede dormida o ya se me hizo tarde,
@GarzaaJr No es un bulto y nunca lo ha sido @GarzaaJr es un luchador Novato que ha madurado muchísimo desde que llegó a @luchalibreaaa,
"Cuando dices vida yo estaré contigo, tomas de mi mano y por dentro lloro aunque sea mentira me haces sentir viva",
"Cuando me duermo muy tarde planeando proyectos que me apasionan, es un completo goce, inspiracion a la calma de la noche",
"@pwoblematique la edad jajaja ntc, pues no sé, supongo es normal digamos q me pasó igual pero con los videojuegos encontré mi máximo",
"Hola @raramo74! vamos a estar al pendiente de esa ruta y en caso de que encontremos algo a buen precio lo publicamos, Saludos!",
¿Por qué dicen que ando en modo mamona? ¿qué no saben que soy la persona más aburrida para platicar? Les have falta tratarme más,
"@carlacarrilloof: Y todo lo mejor para ti y para tus seres queridos. Recibe un cálido y fuerte abrazo desde San Luis Potosí, S.L.P. tqm",
"A la verga 2016! Me trajiste mucha tristeza pero espero el 2017 sea de lo mejor, a darle pa adelante q para atrás ya dolió bastante",
-Papá ¿Qué sale de cruzar un gato con un burro? -No lo sé. -Todos los vecinos a callar al gato JAJAJAJAJA no papá con el cinturón no,
"@PLLadictos I need you help! Siento que soy la úmica que no a superado Gossip girl, como tu con Stelena &lt asi de mal estoy...",
"a pesar de ser lunes y de que no inicie con el pie derecho, hoy nada me dará bajón, ando motivada con la tesis a dar el power amigos",
"@GaCaela ya sé. No te vi en ésta, pero me contaron de ""la modelo se paseó desnuda como si nada"", y pensé en tu primera vez toda nerviosa",
"¿Para qué hacen coraje con Ambriz?, al final no lo van a correr y saldrá con su típica frase: ""La culpa es mía, no de los jugadores""",
"- ¿Qué me estás arrimando? - Algo que te gusta mucho y está en mi entrepierna. - Amor, guarda ese pepino, tú pene no es tan grande. - Ay",
@wendolencha es que pinche partidazooo,
@GenariuxR Buenos y bonitos dias amiwoooooooooo,
@Kev_Rogers mándale fueguito a @abeftlouis está muy enferma,
#felizdiadereyes cuál feliz si no me trajeron nada,
Los Reyes magos me trajeron una cruda que,
Que triste levantarme pensando en tacos y no tenerlos,
Hace rato debí de haberme levantado para ir al gym,
K desesperante es hablar con alguien que tarda mucho en contestar,
"@KatiaCastorena Que tengas Excelente cobertura y excelente viaje, saludos también al Chicharito",
"@hijodeletras @megustaleermex Mil gracias por el libro, desde cuando le tenía puesto el ojo",
te levantas emocionado por ser dia de reyes pero recuerdas que ya estas grande #felizdiadereyes #Eanz,
"Me da culo caminar de noche por anahuac city, ni pedo, gym time",
"Jamás imaginé que estar incapacitada lo disfrutaría tanto, después de todo no me fue mal",
"Qué bonito que ""In to my Arms"" sea la segunda canción escuchada este día.",
"No, pero más bonito es volverlos a ver y saber que se alegran por mi regreso.",
"@xxleonxx67 en fin da igual, al final ya están así los asalariados, y amigo, se escribe elotadoras",
"""@monssev12: We, yo solo quiero que alito y lapizito me quieran, ¿Es mucho pedir?"" X2 @lapizito123",
"@noelvalenzuelap we yo también me aventé una season de una seria así !! Va, llega temprano tengo ganas de verte",
Puta gente naca por su culpa ya no me dejo mi mamá ir a partir rosca con mis amigos pónganse a trabajar,
"@SirArminDice voy a leer sobre ello Por cierto, no estoy en contra de la propiedad privada, por errores me refería al invididualosmo..",
"Ya me cayó mal estar de vacaciones porqué me duermo muy tarde, cuando mi hora para dormir es a las 9 o 10",
@nahimachoura que te pareció el tercer uniforme de nuestras aguilas? A mi no me gustó pero se ve mejor que el de local...chale..,
"Tenia la idea de comprar un carro este año, pero ahora nevermind, me tendre que traer a petunia(mi bici) a TJ",
"@anabrendac: Hola, paso a desearte un feliz año nuevo 2017 y que esté lleno de salud, abundancia y éxitos para ti y para los tuyos",
"La edad me trae fugas... de sentimientos, buen juicio, buen gusto, sentido común, prudencia y cortesía. La incontinencia aún no me llega",
"Mi último tweet del año. 2017 va a ser un año muy perro en muchos ámbitos. Pero puedo con él, va a traer muchas cosas buenas",
"Buenos días!!! Lo que has hecho con amor regresa a ti. La recompensa viene de arriba y llena tu corazón, no tu ego... Besitos",
"Buenos días!!! Aprende a confiar. Si hay silencio, déjalo aumentar, algo surgirá. Si hay tormenta, déjala rugir, ya se calmará... Besitos",
"No ire a la facu porque esta muy feo el clima no hay taxis, Uber, mi mama no me quiere llevar, no me quiero mojar, pues me duermo",
"Y hoy por primera vez me salí con el permiso de mi mujer pero no es eso el detalle, si no saber q estarán a mi lado y q llegaré a casa",
"Si soy de área 4 y con suerte pase mate IV y mate V ¿por que me ponen al profe qlero que es mega difícil pasar con el, en mi último año?",
@MarioBautistaMB @mariobautista_ te amo un buen,
Tan sabroso que estaba durmiendo,
@aleteknicolor no te ereses tan feo de @alain_rincon,
"@aikonmx ay, poes qué delicado nosierto.",
@andreaamena es que si te pasas de guapa andy,
Esos pequeños momentos de felicidad que apenas duran segundos,
"Fue una muy pero muy agradable platica, espero repetirlo",
"@Jimena_Quijano terribles, pero ni pedo yo el jueves iré a cambiarlas",
Antes de un me gustas viene una tierna mirada con una sonrisa,
@szerenata Lo haría pero mi música es muy fea para tu programa tan bonito,
"""Mateo, estate quieto"" sólo era 1 segundo, sólo 1 #NoQueriaFoto #FelizDia…",
"Samantha dice de broma que nací castigada,pero a mi me parece muy real",
A veces siento que es mejor estar atrás de un escritorio que intentarle a la litigada,
Feliz día del periodista !! A mis conocidos amigos y gente que sigo y me sigue,
"@Netgakure Se Ve Bie, Pero Noup! No se Tan Solo no lo veo Muy ""Natural""",
Hola doc @AlbertoMunoz alguna recomendación para hospedarme en SFO o LA?? Si tiene un contacto mucho mejor gracias,
"@susana_tb Feliz 2017 Su y feliz vida... awww qué bonito pingü, muero de amor. Un abrazo muy grande",
"#PierdoMuchoTiempoEn Hacerle caso a los chismes, críticas, malos comentarios hacia mi persona Es mi vida, no la de ustedes",
Yo esperaba encontrar un boleto para ir al partido de mis Spurs vs Suns en la CDMX de bajo de mi arbolito,
"Me lleva la tostada con el internet de @izzi_mx. Deje a mis amigos en ARK, con un T-Rex y un Oso.",
"@Ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! Y gracias! Que llegues pronto",
"@NekoJitaBlog Yo por un bolillo con mayonesa, huevo, frijoles y mucho chile... Ahhhh... es un antojo muy malo...lo sé...",
Estaba pensando en todas las cosas divertidas que quiero hacer este semestre y luego me acordé de lo que metí y pues no va a pasar,
ese triste momento en el que te das cuenta que se te acabaron las vacaciones y que ya casi es hora de volver a la realidad...,
Días!!! Suelta las viejas creencias. Cambia tu energía. Cruza los límites imaginarios. Usa tu corazón. Libera tu niño interior... Besitos,
"Me siento del pinche pito a la verga, en verdad tengo que dejar de tomar Y todavía quieren beber más hoy, Y MAÑANA ES 31 no mames",
"Buenos días! Si permites que tu corazón sea tu brújula, tu mente sea tu mapa y tu alma sea tu guía, entonces nunca te perderás... Besitos",
"—Ma, ya no quiero ir a la escuela. —¡Tienes que ir! —Ah, chinga y por qué. —Pues tú eres el maestro, cabrón. —Asicierto.",
"Pero ya siendo serios les respondo algo así como: ""Fanon, F. (1965). Los condenados de la tierra. México: Fondo de Cultura Económica.""",
Sabían que su after fav Teatro G. fue construido para mi y un día de estos (hoy) les voy a dar el placer de que me vean ahí metido !!,
"— ¿Nivel de inglés? — Alto. — Traduzca juguete. — Toy. — Úselo en una oración. — Toy triste. — Awww, vengache pa' acá. —",
@kymposiblee eres bien mala onda,
@adriantr09 @ClubTiburones @PumasMX Ya rugiste León Ya estufas,
@elbajimenez9 o solo simple mente m ignoras,
Me muero por ya comprar otro celular,
@ChulasDeJA @julionalvarez @EEnrique_F @NoticiasJulion hermosa nosotros somos una estacion de musica tropical,
@gustragosmaxima deberías poner la de prendido fuego de @ntvgoficial para participar,
Una rosa más y estoy a dos de volverme loco,
Aún me parece mentira imaginándote que vuelves a pasarte por qué,
"@bravephtp El cadáver de la novia, y si es nueva... Pasajeros",
Que horrible es querer dormir y que tu perrita no deje de roncar,
"@olivanoticias ahí no van, por que no les gusta el sabor del jamón serrano",
"Tenía toda la intención de ir al gym, pero termine en los tacos pannin",
@ICVNL ustedes me puede ayudar a saber pq voy a pagar mas que en los anios anteriores,
No sabía que el ser humano fuese capaz de producir tanto moco verde. Hasta ahora. #GanandoComoSiempre,
"@bbzote sí, pero nada. Creo que es por vivir en la última calle ya les dio flojera",
"Se viene la goleada, ya pitale árbitro... O quiten a Ochoa para que no se lo chinguen",
"@edo_diaz ¡Hola! Hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",
"#MiPropositoEs Seguir siendo la mejor madre y la mejor periodista, cumplirles sus sueños a todos mis seguidores y ser mejor persona",
"Parada obligada en pits y al banco.. Rumbo a Pueblo frío.. Hay q ir por la patrona, se acabaron las vacaciones",
"@RuizJanely eres un ángel caído del cielo, fui a buscar de casualidad si estaban en las otras cocinas y no están mis cubiertos",
@Soul_Vedder que bueno que mi primer boda del año es en abril jajajajaj  al menos será la mitad de como le veo ahora,
"@deba12334 por qué siempre en las finales los hacen los domingos y todos al siguiente día trabajan, van a la escuela y no se pueden",
@ROUSIEL Crema de Brócoli es muy rico. También cocido... 5 min en agua hirviendo y listo. Muy bueno para una ensalada queda crocante.,
Durmiendo tan rico y sólo me hablan para chingar.... Y dicen q yo soy el q tiene una vida de mierda y bla bla bla,
"Eres bien divertida y me das mucha risa, siempre andas de buenas y eso me agrada, eres muy buena persona, ya no tengas tantos crushes",
@tomo_como_rey Feliz año washitos!!! Les deseo lo mejor del mundo y les mando un fuerte abrazo!!! Que nos volvamos a encontrar en el 2017,
"Hoy amaneció nublado y con frío! El día está para no salir, ver pelis y comer pizza! Bonito viernes y buen fin de semana para todos!",
estoy a 7 de llegar a los 500 seguidores! gracias a todos !!!! arriba el se !!!! arriba yo pero de unas vergas ricas,
Ayer fue cumpleaños del amor de mi vida que ya no está en mi vida pero que fue y será un buen amor en mi vida. Ojalá la haya pasado feliz,
@SanCaReforma @pablitobarrera Es por salud mental,
Quiero ser flaca y bonita,
@JhosselinOlan Jajaja mismo edificio pero diferentes pasillos,
#Stop. Dios es bueno en todo tiempo,
Ya cayó la segunda parte del pavo cachetón,
"De nuevo en la escuela, porque agarre inter #matavacaciones",
@sofffiaaa tu que eres chihuahua lo mereces más Haha,
@edwardchdz @GalMty discúlpame! Apenas vi! No todo estaba abierto y normal,
Mi horario esta de la fregada voy a vivir en la facu,
"Es neta que bye refrescos, bye harina y bye antojitos de chucherías",
"Tengo a un AMIGO que canta desafinadamente feliz, pero así lo quiero.",
"@ChumelTorres ya cabrón! Sin tí se reciben las noticias sin colchoncito, puro chingadazo. #extrañoreirconChumel",
@libertadzavala ¡Gracias por las flores! Ha sido gracias al esfuerzo de un gran equipo @annabrays @bikennia @ClaraVadillo @YazAPie y más,
"@DhasiaWezka yo creo que seria muy bonito entrar a tu tw y ver ese ""Te sigue""",
"Creo que la sinceridad es importante, pero practicarla es lo principal y más si se promete!",
"@ItzeelF18 ¡Con mucho gusto! De entrada, por aquí los mejores deseos para el año que ya llega.",
@CaELiKe Estuve contigo en la transmisión saludos hermosa quisiera poder vertw y darte un mega abrazo y un besote te quiero,
Nota mental: no le quieras ayudar a alguien que no confía en ti. -La primer enseñanza de este año-,
"10 AÑOS DEDICÁNDOME AL PERIODISMO, Y LOS QUE ME FALTAN POR CUMPLIR 6 años en la F1 &amp; UFC",
De la nada me empezó a seguir @Chilaquiloteca y me enteré que existe ese servicio... porque a veces también me pasan cosas buenas,
@ana_sofmt oye perame que si buzzfeed es pendejo entonces el amor de mi vida no es el amor de mi vida y eso sería triste,
"Que te contesten con un ""¿Qué demonios fue todo esto? jajaja"" a un mensaje bonito, sí te mata un poquito.",
"@chocoloveAc tenemos muchas ganas de verte!!! Te extrañamos muchísimo, vuelve pronto porfavor!!!! te queremos mucho &lt",
"@JuanTaleb Naaa que postales tan hermosas Taleb! Feliz año!!! Te mando un abrazo, gracias por este año tan lindo, fue bonito conocerte",
"Iba a escribir algo inspirador para este cierre de año, pero con un simple y sincero: ""deschinguen a su madre todos"" es suficiente.",
"Son las 2 de la tarde y apenas me di cuenta que no traigo nada del ""kit"" para año nuevo .. Ni siquiera el bóxer rojo.",
Hoy un señor en el súper me dijo señora. Tengo dos teorías: es un pendejo porque agarro mi carrito en vez del suyo o real me veo vieja,
"- Mamá, cuánto tiempo viven las putas? - Porque hija? Te sientes mal? Jajaja - Mamá!!! - Hay aparte de puta, sentida... #AsiLasCosas",
"Oigan no, no nos hagan eso a las locas, madrugar no es pa nosotras. Así que, cadena de oración pa que pueda dormir aunque sea 3 horas.",
Es mala la calentura #AlexAlAire #SabadosImpactantes #YaFMVilla #Musica #PorSiTeLoPerdiste,
@randeles Que buena foto! Felicidades,
#LosLunesDebenSer sagrados y trabajar hasta el martes,
"@DebnamFabray si, la verdad si fue feo",
@faustoponce @ivoox Ok. Gracias. Ten un buen día.,
Tengo las manos tan congeladas que no quiero trapear,
@braver ahhh ya me había emocionado con eso de tres pesos,
"Sad music y mucho trabajo, ya que es buena combinación",
#SiempreTePediré Que te quedes conmigo y que sigamos siendo la familia que somos,
@SancadillaNorte @TigresOficial chale...en mi trabajo si falto tres días seguidos me corren...,
Eso de salir a las 8 de la escuela no va a estar chido,
"Le fuí infiel a ""Don Escojale"", en verdad no lo vuelvo hacer",
"Mi gata es tan desconciderada, pasa sus pequeños bigotes en mi cara para que despierte",
"@vcatita al contrario, me creo poco porque según mi ""couchhhhhh"" ya debo de hacer 6k",
"@Gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas",
"Hoy entre a sephora y los productos de benefit están bien caros, casi salgo llorando de ahí.",
"@Jhovanny920218 la vdd si, jaja pero yo me curo rápido de eso. Ya la perdone. Gracias!!",
"Aparentemente superados los efectos de la venganza de Moctezuma, cogemos camino a Chiapas ... porque mucha historia nunca es suficiente",
Mis pequeños Amores no me van a felicitar Hoy es el #DiaDelPeriodista Ya 10 años dedicándome al Periodismo y los que me faltan,
@bettocantu Los juegos de Booktube me dejaron con muchos libros abiertos y quería cerrarlos antes de leer este Creo que si la hago...,
"@VivaAerobus Hola, ¿Se puede hacer web-checkin e imprimir el pase de abordar si viajo en viva light? La página dice que no...",
Escribí un texto bien interesante acerca de la violencia en el noviazgo y de cómo salir de las relaciones tóxicas. Luego lo posteo amigos,
"Qué triste de veras cuando tienes antojo brutal de un Blizzard, crees que el del mes no tiene pierde, y resulta estar muy malo",
serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste de no ser necesario; calita,
"@mpamanes gracias por el comienzo con Always be my baby (que aquí entre nos me dedicó Mariah) ""Time can't erase a feeling this strong""",
@Cochy_Tj ley de vida asi nos pasa a nostros la que te gusta no le gusta y a la que le gustas no te gusta que dificiles somos la neta,
"Hablando de miradas lascivas, yo una vez vi en el metro a un maldito viejo, que no dejaba de ver a una niña de la secundaria con uniforme",
@SBecqer Hola! la lvl 30 me la regaló noska en el 1er megaSorteo. La lvl 32 me la regalo también pero era lvl 30.Y la lvl 27 se la compré,
"Es que, quizá, el miedo al amor, nos hace estar con las personas incorrectas, pero ""seguros"". Esta noche me duermo con un sabor amargo.",
@eli_rivas10 @Madonna @pedrosola @chabelooficial @LAURAZAPATAM JAJAJAJAJAJA ay te extraño,
@drlejtik @TauroAgencia @LaPlazaMexico jaja insisto se pondra buenisimo,
Ando bien adolorido de mi espalda,
@correosdemexico está atascado el palacio de los deseos @L_ArellanoN #Ayñ #NoVanALlegarLosReyes,
Y la segunda en brillas más es Venus,
Mi mejor amigo se fue a Los Ángeles.,
Tengo mil años que no veo a mi mejor amigo,
La biblioteca está cerrada y tengo que estar en el sol,
Con pie derecho el inicio del año laboral #ILoveMyWork&lt,
No hay nada más triste que terminas todas las temporadas de tu serie,
@CristinaEnAlfa @alfa913fm Hola Cris Saludos desde Ahome Sinaloa rumbo a Tijuana en un autobús Elite Hermosa,
"@Sofiabubble sí para las propias, pero para andar hurgando en las cuentas de otros?",
"y así, con tu gran ocico cerrado es como te ves más o menos bonita",
"@darkanhell son previsores, es por si algún día llega un auto por allá ok, no...",
"Viendo ""Bichos"" y pensar que es todo lo que pasa en el país a pequeña escala",
Me da miedo venir a esta clase de lugares no vaya a ser que me tope a algún conocido,
"Amigos, me llevo el premio a la ansiedad. Parece que me bebí el reino del café ando mal",
"@bucio_lesly acabo de ver algo similar y te juro que sentí bien feo, ojalá nunca tenga que verme en la necesidad",
"@EddGZ Neel, eso no me gusta, mejor tú y el día que sea, por la tarde, y busco adaptarme",
@paobarquet que coraje saber que tu y tus compañeros fueron víctimas de gente malandrina por otro lado me da gusto saber que estás bien,
"@Cinemex ¡Hola! Oigan reponganos las entradas de ayer con unas nuevas, por lo ocurrido ayer en Cinemex Portal Vallejo, por favor.",
@PMovimiento Acuérdense que a lo Hecho en México de mexicano sólo le queda el sudor la tierra y el aire casi todo lo demás es importado,
Top de cosas inútiles que guardo en mi memoria: - Diálogos completos de Shrek2 - Dos canciones de Selena Gómez - Su número de teléfono,
"""No te puede gustar algo que no sabes hacer"" - Mi pequeño primo Julián, 7 años, sabe más de la vida que yo",
Para que me robaran 4 millones de pesos como en la casa de Andrés García me tendrían que robar la casa con todo y casa y ni así,
"Es triste cumplir años el 2 de enero, casi nadie recuerda que cumplo años por las fiestas de fin de año y además los pesco ya sin dinero",
"ya esta hannibal s3 en mix up pero esta muy cara y no vale la pena el gasto si fue la temporada que menos me gusto,esperare una oferta",
"En un ataque de desesperación, puse a cargar mi celular con mi laptop en plena central porque me queda 5% de pila y aún no pasan por mi.",
"Buenos días!!! No te enojes. Recuerda que la gente no te hace cosas, la gente hace cosas y tú decides si te afectan o no... Besitos",
Eres un pendejo Pulido @puliidooo,
@AleBaIe_ iba a ponerle lo mismo,
@LuzioUV porque son las fiestas patronales.,
Adiós a la nueva planta de #Ford en #México,
@DanielaGGtz Siempre te daré lo mejor de mi.,
"@vicmanini Así es Vic, me gustó mucho Bonito Martes",
Escuché que se movía el traste de mi perrita muerta,
"El juego de GrumpyCat es demasiado adictivo, no lo soporto",
@salvadorop no existió recalentado de Año Nuevo por qué ni cena hubo.,
"@Diablin13 Sigue pendiente de nuestras redes, estaremos regalando boletos para la premiere.",
"@ivonnems28 ¿crees? Hahaha obvio si, todos toditos, de todas toditas las personas",
quiero organizar un buen de cosas cuando ya solo me queda una semana de vacaciones,
"Yo: estoy tan sola Alguien: hola Yo: fuchi, déjame en paz.",
"@_alineepa exacto, no va a pasar!! Pero cada quien puede y debe hacer su parte",
"No me gusta mi nuevo lugar, estoy con chavos de FCA pero extraño a mi departamento T.T",
Según yo sólo vería los capítulos que me hacían falta y ya vi la mitad de la serie hahaha,
@PiojitoPersa aguante los fritos con mateeeees linda!!! (Quiero fritos ahora ahre) encima estoy tomando mates ahre,
Pues empecé mi día con el pie derecho... metido en un monte de tierra por las reparaciones de las calles,
"@Filibrown jajajajajaja. De todos esos nomás rebozos merco, jajaja. Mi troca es tailandesa no la han traído a silao uu",
Lo pendejo se mide en comparación del número de veces que te encabronas por un twiit que ni siquiera era dirigido a ti,
@soyalannavarro me pregunto: ¿habrás leído mi tweet y te sorprendiste por que ese es mi máximo nivel creativo? Me temo que sí.,
Pero llegar al hogar me da inmediata alegría en el corazón. Y así es como mis días cierran bonito desde hace un tiempo.,
@EduardoRamos95R aquí ando me enferme de la garganta jajaja ntp sígue jugando amor &lt te amo mucho! Te extraño popochas,
"@favaritx Que 2017 sea un gran año para ti, una de mis personas favoritas en este mundo. Que este año nos volvamos a ver y abrazar",
"@jeri4queen sí, y ps no es mi caso. Quiero decir, ps... no soy taaan buena. Trabajadora sí, pero buena, buena, no",
"Días!!! Busca tu centro. Enfócate. Sé feliz. Agradece. Incluso en los momentos más desafiantes y dolorosos, la gratitud libera... Besitos",
"—¿Que crees, amor? Estaba platicando con una amiga y... — —¿Ya te enojaste? Pero si es buena onda. — —Te amo, amor. —",
"Días!!! Entrena tu mente. Vives como piensas. Elige lo amable, lo bondadoso, lo consciente, lo sano, lo creativo, lo alegre.. Besitos",
"Hoy reafirme que soy un adulto y no. 1. No necesito pedir permiso a nadie para ir a algún lugar. 2. Me sigue dando miedo ""It""",
Ayudo en tareas gratis,
@josciv por eso es importante escucharlo,
@AbieeFlores si neta todos cerraron en chinguisima,
Estoy comenzando la última temporada de HIMYM,
Muchas felicidades @humbertodiaz22 un abrazo con mis mejores deseos,
@Osscar_II Jajajaja!! Esque me gustó poquito bb!,
"Yo si estaba esperando la ""posada del año""",
Un saqueador más es denunciado en redes sociales... @ Monumento a…,
"@mrous_ @carolgvivas La belleza de Tigres presente en todas partes Saludos, chicas!",
@luisitorey #LuisitoReyMago pon dinámicas más difíciles en esta dinámica no se ven todos los comentarios,
"@LilieMayen es en Marzo, ¿no? es que voy a ir con mi novia",
"@atlgarza Gracias por tu Rt, fui de las primeras 5 vistas, te amo Garza",
"@ivonnemelgar tristemente cierto: Otra historia lamentable de política femenina fallida, muy buen articulo! Abrazo",
"@David17519416 Pero no hicimos rolas por años, solo ligamos bandas y canciones en común Gracias por escuchar",
No me parece justo que ya sea 6 y yo no haya comido ni un poco de rosca,
"Dices que me.entiendes pero se que pasará lo mismo, te enfadaras y ya no me vas a hablar",
Que feo ver del otro lado de mi lugar de trabajo que están comiendo cheetos y yo acá valiendo verga,
@Diegongo81 están organizando un torneo categoría infantil y libre con equipos de yucatan tabasco y campeche. Es este fin que viene,
@Miamanta buenos días sam ya aquí estamos después de estar un poco enfermo pero ya vamos mejorando saludos y feliz año y bendiciones,
Me acorde cuando era niño y me trajeron un balón y eso hizo que amara algo y hasta ahora me apasiona el fútbol,
"@pablocampos98 Andas súper desaparecido de aquí pero se que te la estás pasando súper bonito en tu viaje, y eso me hace muy feliz",
"Ya no me burlare cuando les pasó algo a mis amigos, por qué luego me sucede algo parecido y ya no me es gracioso",
Desde hace 20 minutos se escucha una alarma y me da mucho coraje porque eso significa que la persona sigue dormida y yo aquí con sueño,
"Gracias por todas las atenciones, el talento, y por soportarme este año! @MarianaHeAg que siga el éxito y la mejor de las vibras!!",
"2/2 hay tantas cosas que nos pueden dar satisfacciones, sólo hay que saber que es lo que uno quiere y no perderse...Buen inicio de año",
"Si me caes bn lee esto, si no sigue tu camino jajaja ....Feliz Navidad pasenla súper bn y que santa les de muchos regalitos .. Los quiero",
"La única a la que le voy a decir es a mi novia. Así que si no me estás pagando ningún recibo de mi casa, no estés chingando",
"Buenos días!!! Cuando la vida es dulce, da las gracias y sonríe. Cuando no es así, da las gracias, crece y aprende... Besitos",
"Les juro, estoy solita en mi casa y no sé si es sugestión, bajé al cuarto de Lim a dormir y ya me arropé, sólo pido que ya vuelva",
@ViajerosAccion Jajajaja buena buena foto,
Siempre el más guapo Ay,
"Btw me voy despertando, hola",
@RociYAxel Feliz cumpleaños que la pases súper bien,
El sueño mas hermoso que he tenido. #nomequeriadespertar,
@RoberHerreraA @ABCDesignated ay amiguito yo esperaba cada domingo para capítulo nuevo,
no puedo creer que hace unos años era muy feliz,
"Es como si ya me hubiera ido a vivir sola,",
Mañana Juegan Y Ganan Mis @PumasMX Venga Universidad Por los 3 primeros puntos,
@MemoCalderonS feliz año tu! Tenía un rato de no saludar. Un abrazo,
"#QueNoSePierdaLaCostumbre De Querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida",
Es un día muy bonito como para que este llamando al banco todo el rato,
Buenos dias mundo twittero me duermo súper tarde y despierto súper temprano eso no es normal,
¡HAZ EN GRANDE TUS PROPÓSITOS PARA ESTE AÑO! LAR Inmobiliaria les desea un feliz año 2017 #LARinmobiliaria,
necesito nuevo dealer éste cuatri será difícil si no dejo mi vida en manos de la bendita drogadicción,
"@ROSYARANGO dicen que cuidar a un recién nacido es trabajo en equipo, así que yo le cambio el pañal",
"@MFollowill muchas gracias Mark, si ya no puedo esperar , @swish41 y su tiro perfecto gracias por venir a México 🇲🇽 #MFFL",
@itsximenab ¡Ánimo! Que la vida valga la alegría y no la pena Dile a tu mamá que qué buena rosca hace,
@Vilhum taken with my iPhone. Quiero una cámara profesional para ser más feliz jajajaja yo si le se a todos los botonsitossss,
@FridaSante 2 cosas 1 mal que no me sigues 2 mandale un saludo a azul si? (el amor de mi vida ),
"Por que no hacen perfumes de ropa nueva? Es el olor mas hermoso, consumista y de cierto modo capitalista del mundo",
"De Las princesas Ana&amp;Mía a Mórbida mal pedo, qué tan gorda soy si me encontré boronitas en mi papada?",
"@maciosare75 Hi! muchisimo gusto, felices fiestas no les interesaría salir con una pareja de 26 y 28 años? somos de Xalapa pero viajamos.",
la lencha de mi proveedor de cristal me esta acosando y me tengo que dejar para que si me de el material rapido  Dios mio,
"serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste, de no ser necesario. calita",
"Hoy Marihana probó: carnitas, nieve de Patz, raíz de chayote, changungas, sopa tarasca, mole, enchiladas, natilla... espero no se enferme",
"q lindo q 1 vieja maquillada 5 tonos + claro, q c cree asiática y q comparte memes horribles, piense q es mejor que yo en cualquier cosa",
"Lo lindo d usar Loquendo o mostrar mi cara es que los canales de salseo te ignoran, las redes no te verif. y marcas no te toman enserio.",
"""No hagan caso de nada de lo que diga Brenda, está tomando Tkt roja desde la 1 pm"" ""y Budweiser desde las 6pm"" atte. Sonia.",
que triste de verdad @Rayados @PueblaFC @PumasMX @SanCadilla,
@luismartiinez28 yo estoy en primera fila,
@LezlyCarolinaM que bonito cuando tienes novio jajajajaja,
"Mames, hoy si me dio frío",
Ahora por floja me voy a dormir tarde,
